SampleID,Layer,Component,Quantity,,,,,,,,,
MAZDA 12R (S1),1,BC 4002,4.3,,,,,,,,,
MAZDA 12R (S1),1,BC 4640,46.8,,,,,,,,,
MAZDA 12R (S1),1,BC 4014,10.6,,,,,,,,,
MAZDA 12R (S1),1,BC 4084,5.3,,,,,,,,,
MAZDA 12R (S1),1,BC 4117,5.3,,,,,,,,,
MAZDA 12R (S1),1,BC 4510,5.3,,,,,,,,,
MAZDA 12R (S1),1,BC 4517,2.3,,,,,,,,,
MAZDA 12R (S1),1,BC 4202,1.4,,,,,,,,,
MAZDA 12R (S1),1,BC 4025,0.7,,,,,,,,,
MAZDA 12R (S1),1,BC 4811,0.7,,,,,,,,,
MAZDA 12R (S1),1,BC 4110,17.3,,,,,,,,,
MAZDA 24E (S1),1,BC 4002,4.9,,,,,,,,,
MAZDA 24E (S1),1,BC 4517,56.8,,,,,,,,,
MAZDA 24E (S1),1,BC 4117,23.8,,,,,,,,,
MAZDA 24E (S1),1,BC 4060,7.5,,,,,,,,,
MAZDA 24E (S1),1,BC 4510,2.7,,,,,,,,,
MAZDA 24E (S1),1,BC 4202,1.8,,,,,,,,,
MAZDA 24E (S1),1,BC 4080,0.8,,,,,,,,,
MAZDA 24E (S1),1,BC 4519,0.4,,,,,,,,,
MAZDA 24E (S1),1,BC 4110,1.3,,,,,,,,,
MAZDA 24C (S1),1,BC 4002,5.2,,,,,,,,,
MAZDA 24C (S1),1,BC 4117,40.5,,,,,,,,,
MAZDA 24C (S1),1,BC 4517,10.1,,,,,,,,,
MAZDA 24C (S1),1,BC 4014,9.6,,,,,,,,,
MAZDA 24C (S1),1,BC 4051,8.8,,,,,,,,,
MAZDA 24C (S1),1,BC 4162,6.9,,,,,,,,,
MAZDA 24C (S1),1,BC 4060,6.1,,,,,,,,,
MAZDA 24C (S1),1,BC 4061,4.9,,,,,,,,,
MAZDA 24C (S1),1,BC 4050,1.5,,,,,,,,,
MAZDA 24C (S1),1,BC 4110,6.4,,,,,,,,,
MAZDA 24B (S1),1,BC 4002,4.2,,,,,,,,,
MAZDA 24B (S1),1,BC 4117,30.5,,,,,,,,,
MAZDA 24B (S1),1,BC 4018,18.4,,,,,,,,,
MAZDA 24B (S1),1,BC 4025,14.9,,,,,,,,,
MAZDA 24B (S1),1,BC 4517,9.6,,,,,,,,,
MAZDA 24B (S1),1,BC 4440,6.9,,,,,,,,,
MAZDA 24B (S1),1,BC 4202,6.7,,,,,,,,,
MAZDA 24B (S1),1,BC 4050,3,,,,,,,,,
MAZDA 24B (S1),1,BC 4510,2.1,,,,,,,,,
MAZDA 24B (S1),1,BC 4110,3.7,,,,,,,,,
MAZDA 24A (S1),1,BC 4002,3.2,,,,,,,,,
MAZDA 24A (S1),1,BC 4811,32.9,,,,,,,,,
MAZDA 24A (S1),1,BC 4640,27,,,,,,,,,
MAZDA 24A (S1),1,BC 4910,10.1,,,,,,,,,
MAZDA 24A (S1),1,BC 4047,8.1,,,,,,,,,
MAZDA 24A (S1),1,XB 4504,7.8,,,,,,,,,
MAZDA 24A (S1),1,BC 4030,4.9,,,,,,,,,
MAZDA 24A (S1),1,BC 4510,2.2,,,,,,,,,
MAZDA 24A (S1),1,BC 4934,0.9,,,,,,,,,
MAZDA 24A (S1),1,BC 4110,2.9,,,,,,,,,
MAZDA 23X (S1),1,BC 4002,5.8,,,,,,,,,
MAZDA 23X (S1),1,BC 4047,29.3,,,,,,,,,
MAZDA 23X (S1),1,BC 4030,17.8,,,,,,,,,
MAZDA 23X (S1),1,BC 4811,16.6,,,,,,,,,
MAZDA 23X (S1),1,BC 4202,8.6,,,,,,,,,
MAZDA 23X (S1),1,BC 4934,6.2,,,,,,,,,
MAZDA 23X (S1),1,BC 4188,5,,,,,,,,,
MAZDA 23X (S1),1,BC 4010,4.5,,,,,,,,,
MAZDA 23X (S1),1,BC 4014,2.4,,,,,,,,,
MAZDA 23X (S1),1,BC 4110,3.8,,,,,,,,,
MAZDA 22V (S1),1,BC 4002,5,,,,,,,,,
MAZDA 22V (S1),1,BC 4117,63.8,,,,,,,,,
MAZDA 22V (S1),1,BC 4517,15.9,,,,,,,,,
MAZDA 22V (S1),1,BC 4014,7.7,,,,,,,,,
MAZDA 22V (S1),1,BC 4519,1.3,,,,,,,,,
MAZDA 22V (S1),1,BC 4110,6.3,,,,,,,,,
MAZDA 23F (S1),1,BC 4002,4,,,,,,,,,
MAZDA 23F (S1),1,BC 4117,47.5,,,,,,,,,
MAZDA 23F (S1),1,BC 4985,14.7,,,,,,,,,
MAZDA 23F (S1),1,BC 4010,11.9,,,,,,,,,
MAZDA 23F (S1),1,BC 4517,7.1,,,,,,,,,
MAZDA 23F (S1),1,BC 4080,3.5,,,,,,,,,
MAZDA 23F (S1),1,BC 4162,3,,,,,,,,,
MAZDA 23F (S1),1,BC 4510,1.9,,,,,,,,,
MAZDA 23F (S1),1,BC 4561,0.8,,,,,,,,,
MAZDA 23F (S1),1,BC 4110,5.6,,,,,,,,,
MAZDA 17W (S1),1,BC 4002,5,,,,,,,,,
MAZDA 17W (S1),1,BC 4019,65.5,,,,,,,,,
MAZDA 17W (S1),1,BC 4920,14.5,,,,,,,,,
MAZDA 17W (S1),1,BC 4980,9.3,,,,,,,,,
MAZDA 17W (S1),1,BC 4940,3.9,,,,,,,,,
MAZDA 17W (S1),1,BC 4560,1.8,,,,,,,,,
MAZDA 17W (S1),2,BC 4002,8.5,,,,,,,,,
MAZDA 17W (S1),2,BC 4010,72.6,,,,,,,,,
MAZDA 17W (S1),2,BC 4111,12.6,,,,,,,,,
MAZDA 17W (S1),2,BC 4110,6.3,,,,,,,,,
MAZDA 22R (S1),1,BC 4002,4.6,,,,,,,,,
MAZDA 22R (S1),1,BC 4117,47.4,,,,,,,,,
MAZDA 22R (S1),1,BC 4025,17.2,,,,,,,,,
MAZDA 22R (S1),1,BC 4517,11.8,,,,,,,,,
MAZDA 22R (S1),1,BC 4060,6.1,,,,,,,,,
MAZDA 22R (S1),1,BC 4014,4.9,,,,,,,,,
MAZDA 22R (S1),1,BC 4051,0.2,,,,,,,,,
MAZDA 22R (S1),1,BC 4110,7.8,,,,,,,,,
MAZDA 20P (S1),1,BC 4002,5.5,,,,,,,,,
MAZDA 20P (S1),1,BC 4640,43.2,,,,,,,,,
MAZDA 20P (S1),1,BC 4811,20.3,,,,,,,,,
MAZDA 20P (S1),1,BC 4030,10,,,,,,,,,
MAZDA 20P (S1),1,BC 4440,6.2,,,,,,,,,
MAZDA 20P (S1),1,BC 4012,3.9,,,,,,,,,
MAZDA 20P (S1),1,BC 4202,2.7,,,,,,,,,
MAZDA 20P (S1),1,BC 4934,1.4,,,,,,,,,
MAZDA 20P (S1),1,BC 4110,6.8,,,,,,,,,
MAZDA 20N (S1),1,BC 4002,4.6,,,,,,,,,
MAZDA 20N (S1),1,BC 4117,62,,,,,,,,,
MAZDA 20N (S1),1,BC 4517,19.1,,,,,,,,,
MAZDA 20N (S1),1,BC 4510,8.5,,,,,,,,,
MAZDA 20N (S1),1,BC 4560,1.2,,,,,,,,,
MAZDA 20N (S1),1,BC 4110,4.6,,,,,,,,,
MAZDA 12H (S1),1,BC 4002,3.2,,,,,,,,,
MAZDA 12H (S1),1,BC 4580,74.5,,,,,,,,,
MAZDA 12H (S1),1,BC 4188,20.3,,,,,,,,,
MAZDA 12H (S1),1,BC 4019,2,,,,,,,,,
MAZDA 12H (S1),2,BC 4002,4.1,,,,,,,,,
MAZDA 12H (S1),2,BC 4025,25.6,,,,,,,,,
MAZDA 12H (S1),2,BC 4082,25.2,,,,,,,,,
MAZDA 12H (S1),2,BC 4974,20.7,,,,,,,,,
MAZDA 12H (S1),2,BC 4010,15.5,,,,,,,,,
MAZDA 12H (S1),2,BC 4080,3.8,,,,,,,,,
MAZDA 12H (S1),2,BC 4910,0.4,,,,,,,,,
MAZDA 12H (S1),2,BC 4110,4.7,,,,,,,,,
MAZDA 11M (S1),1,BC 4002,5.1,,,,,,,,,
MAZDA 11M (S1),1,BC 4117,47.8,,,,,,,,,
MAZDA 11M (S1),1,BC 4014,12.3,,,,,,,,,
MAZDA 11M (S1),1,BC 4517,12.1,,,,,,,,,
MAZDA 11M (S1),1,BC 4510,11.1,,,,,,,,,
MAZDA 11M (S1),1,BC 4910,3.6,,,,,,,,,
MAZDA 11M (S1),1,BC 4519,2.4,,,,,,,,,
MAZDA 11M (S1),1,BC 4060,0.6,,,,,,,,,
MAZDA 11M (S1),1,BC 4110,5,,,,,,,,,
MAZDA 11L (S1),1,BC 4002,4.9,,,,,,,,,
MAZDA 11L (S1),1,BC 4580,62.3,,,,,,,,,
MAZDA 11L (S1),1,BC 4188,31.2,,,,,,,,,
MAZDA 11L (S1),1,BC 4019,1.6,,,,,,,,,
MAZDA 11L (S1),2,BC 4002,4.8,,,,,,,,,
MAZDA 11L (S1),2,BC 4082,56.2,,,,,,,,,
MAZDA 11L (S1),2,BC 4511,14.2,,,,,,,,,
MAZDA 11L (S1),2,BC 4510,11.7,,,,,,,,,
MAZDA 11L (S1),2,BC 4084,10.9,,,,,,,,,
MAZDA 11L (S1),2,BC 4974,1.1,,,,,,,,,
MAZDA 11L (S1),2,BC 4025,0.7,,,,,,,,,
MAZDA 11L (S1),2,BC 4202,0.4,,,,,,,,,
MAZDA 28N (S1),1,BC 4002,4,,,,,,,,,
MAZDA 28N (S1),1,BC 4517,56.9,,,,,,,,,
MAZDA 28N (S1),1,BC 4117,17.9,,,,,,,,,
MAZDA 28N (S1),1,BC 4060,10.9,,,,,,,,,
MAZDA 28N (S1),1,BC 4061,1.1,,,,,,,,,
MAZDA 28N (S1),1,BC 4202,1.1,,,,,,,,,
MAZDA 28N (S1),1,BC 4510,0.9,,,,,,,,,
MAZDA 28N (S1),1,BC 4110,7.2,,,,,,,,,
MAZDA 30P (S1),1,BC 4002,4.3,,,,,,,,,
MAZDA 30P (S1),1,BC 4511,53.4,,,,,,,,,
MAZDA 30P (S1),1,BC 4082,13.1,,,,,,,,,
MAZDA 30P (S1),1,BC 4526,10.7,,,,,,,,,
MAZDA 30P (S1),1,BC 4084,8.1,,,,,,,,,
MAZDA 30P (S1),1,BC 4510,1.7,,,,,,,,,
MAZDA 30P (S1),1,BC 4202,0.6,,,,,,,,,
MAZDA 30P (S1),1,BC 4110,8.1,,,,,,,,,
MAZDA 28D (S1),1,BC 4002,4.3,,,,,,,,,
MAZDA 28D (S1),1,BC 4526,50.8,,,,,,,,,
MAZDA 28D (S1),1,BC 4510,14,,,,,,,,,
MAZDA 28D (S1),1,BC 4117,10.3,,,,,,,,,
MAZDA 28D (S1),1,BC 4014,6.4,,,,,,,,,
MAZDA 28D (S1),1,BC 4060,3.3,,,,,,,,,
MAZDA 28D (S1),1,BC 4517,2.6,,,,,,,,,
MAZDA 28D (S1),1,BC 4519,2,,,,,,,,,
MAZDA 28D (S1),1,BC 4202,0.3,,,,,,,,,
MAZDA 28D (S1),1,BC 4110,6,,,,,,,,,
MAZDA 27Y (S1),1,BC 4002,3.7,,,,,,,,,
MAZDA 27Y (S1),1,BC 4973,33.3,,,,,,,,,
MAZDA 27Y (S1),1,BC 4010,20.9,,,,,,,,,
MAZDA 27Y (S1),1,BC 4966,18.5,,,,,,,,,
MAZDA 27Y (S1),1,BC 4082,12,,,,,,,,,
MAZDA 27Y (S1),1,BC 4517,5,,,,,,,,,
MAZDA 27Y (S1),1,BC 4962,2.4,,,,,,,,,
MAZDA 27Y (S1),1,BC 4202,1.4,,,,,,,,,
MAZDA 27Y (S1),1,BC 4519,0.8,,,,,,,,,
MAZDA 27Y (S1),1,BC 4110,2,,,,,,,,,
MAZDA 27R (S1),1,BC 4002,4,,,,,,,,,
MAZDA 27R (S1),1,BC 4640,27.9,,,,,,,,,
MAZDA 27R (S1),1,BC 4025,23.7,,,,,,,,,
MAZDA 27R (S1),1,BC 4811,16.8,,,,,,,,,
MAZDA 27R (S1),1,BC 4202,10.9,,,,,,,,,
MAZDA 27R (S1),1,BC 4084,9.8,,,,,,,,,
MAZDA 27R (S1),1,BC 4681,1.6,,,,,,,,,
MAZDA 27R (S1),1,BC 4510,1.2,,,,,,,,,
MAZDA 27R (S1),1,BC 4934,0.9,,,,,,,,,
MAZDA 27R (S1),1,BC 4117,0.9,,,,,,,,,
MAZDA 27R (S1),1,BC 4110,2.3,,,,,,,,,
MAZDA 27A (S1),1,BC 4002,4.2,,,,,,,,,
MAZDA 27A (S1),1,BC 4580,62.8,,,,,,,,,
MAZDA 27A (S1),1,BC 4188,31.4,,,,,,,,,
MAZDA 27A (S1),1,BC 4019,1.6,,,,,,,,,
MAZDA 27A (S1),2,BC 4002,3.4,,,,,,,,,
MAZDA 27A (S1),2,BC 4283,30.5,,,,,,,,,
MAZDA 27A (S1),2,XB 4581,22.3,,,,,,,,,
MAZDA 27A (S1),2,BC 4681,18,,,,,,,,,
MAZDA 27A (S1),2,BC 4962,16.1,,,,,,,,,
MAZDA 27A (S1),2,BC 4010,4,,,,,,,,,
MAZDA 27A (S1),2,BC 4110,5.7,,,,,,,,,
MAZDA 25W (S1),1,BC 4002,3.3,,,,,,,,,
MAZDA 25W (S1),1,XB 4581,46.3,,,,,,,,,
MAZDA 25W (S1),1,BC 4084,17.9,,,,,,,,,
MAZDA 25W (S1),1,BC 4082,13.1,,,,,,,,,
MAZDA 25W (S1),1,BC 4283,5.6,,,,,,,,,
MAZDA 25W (S1),1,BC 4511,3.4,,,,,,,,,
MAZDA 25W (S1),1,XB 4308,2.5,,,,,,,,,
MAZDA 25W (S1),1,BC 4080,1.9,,,,,,,,,
MAZDA 25W (S1),1,XB 4107,1.1,,,,,,,,,
MAZDA 25W (S1),1,BC 4025,0.2,,,,,,,,,
MAZDA 25W (S1),1,BC 4110,4.7,,,,,,,,,
MAZDA 25H (S1),1,BC 4002,4.7,,,,,,,,,
MAZDA 25H (S1),1,BC 4117,57.7,,,,,,,,,
MAZDA 25H (S1),1,BC 4517,16,,,,,,,,,
MAZDA 25H (S1),1,BC 4017,12.3,,,,,,,,,
MAZDA 25H (S1),1,BC 4025,2.1,,,,,,,,,
MAZDA 25H (S1),1,BC 4640,1.1,,,,,,,,,
MAZDA 25H (S1),1,BC 4202,1.1,,,,,,,,,
MAZDA 25H (S1),1,BC 4051,0.9,,,,,,,,,
MAZDA 25H (S1),1,BC 4188,0.2,,,,,,,,,
MAZDA 25H (S1),1,BC 4110,3.9,,,,,,,,,
MAZDA 25F (S1),1,BC 4002,3.4,,,,,,,,,
MAZDA 25F (S1),1,BC 4188,28.6,,,,,,,,,
MAZDA 25F (S1),1,XB 4581,23.3,,,,,,,,,
MAZDA 25F (S1),1,BC 4082,18.3,,,,,,,,,
MAZDA 25F (S1),1,BC 4084,10.2,,,,,,,,,
MAZDA 25F (S1),1,BC 4973,4.5,,,,,,,,,
MAZDA 25F (S1),1,BC 4202,1.5,,,,,,,,,
MAZDA 25F (S1),1,BC 4110,10.2,,,,,,,,,
MAZDA 25D (S1),1,BC 4002,4.1,,,,,,,,,
MAZDA 25D (S1),1,BC 4019,84.9,,,,,,,,,
MAZDA 25D (S1),1,BC 4920,6.4,,,,,,,,,
MAZDA 25D (S1),1,BC 4960,3.3,,,,,,,,,
MAZDA 25D (S1),1,BC 4980,1.2,,,,,,,,,
MAZDA 25D (S1),1,BC 4940,0.1,,,,,,,,,
MAZDA 25D (S1),2,BC 4002,6.5,,,,,,,,,
MAZDA 25D (S1),2,BC 4010,49.7,,,,,,,,,
MAZDA 25D (S1),2,XB 4091,29.7,,,,,,,,,
MAZDA 25D (S1),2,BC 4526,3.1,,,,,,,,,
MAZDA 25D (S1),2,BC 4110,11,,,,,,,,,
MAZDA 25C (S1),1,BC 4002,3.8,,,,,,,,,
MAZDA 25C (S1),1,BC 4019,43.1,,,,,,,,,
MAZDA 25C (S1),1,BC 4162,35.7,,,,,,,,,
MAZDA 25C (S1),1,BC 4561,12.8,,,,,,,,,
MAZDA 25C (S1),1,BC 4580,2.9,,,,,,,,,
MAZDA 25C (S1),1,BC 4025,1.7,,,,,,,,,
MAZDA 25C (S1),2,BC 4002,4,,,,,,,,,
MAZDA 25C (S1),2,XB 4091,51.6,,,,,,,,,
MAZDA 25C (S1),2,BC 4962,14.9,,,,,,,,,
MAZDA 25C (S1),2,BC 4560,7.5,,,,,,,,,
MAZDA 25C (S1),2,BC 4010,3.7,,,,,,,,,
MAZDA 25C (S1),2,BC 4162,2.8,,,,,,,,,
MAZDA 25C (S1),2,BC 4561,1.3,,,,,,,,,
MAZDA 25C (S1),2,BC 4019,1.1,,,,,,,,,
MAZDA 25C (S1),2,BC 4110,13.1,,,,,,,,,
MAZDA 25B (S1),1,BC 4002,3.8,,,,,,,,,
MAZDA 25B (S1),1,BC 4640,36,,,,,,,,,
MAZDA 25B (S1),1,BC 4811,21.5,,,,,,,,,
MAZDA 25B (S1),1,BC 4440,19.3,,,,,,,,,
MAZDA 25B (S1),1,BC 4030,9.4,,,,,,,,,
MAZDA 25B (S1),1,BC 4517,4,,,,,,,,,
MAZDA 25B (S1),1,BC 4025,3.6,,,,,,,,,
MAZDA 25B (S1),1,BC 4934,1.3,,,,,,,,,
MAZDA 25B (S1),1,BC 4202,1.1,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4002,3.8,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4080,21.8,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4511,21.6,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4081,21,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4681,6.2,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4526,5.5,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4966,1.9,,,,,,,,,
HYUNDAI RY9 (S1),1,XB 4107,1.2,,,,,,,,,
HYUNDAI RY9 (S1),1,BC 4110,17,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4002,4.3,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4202,33.7,,,,,,,,,
HYUNDAI PG9 (S1),1,XB 4091,27,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4111,10.7,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4025,6.9,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4510,5.5,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4030,0.6,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4640,0.4,,,,,,,,,
HYUNDAI PG9 (S1),1,BC 4110,10.9,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4002,4,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4202,43.1,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4517,25,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4510,9.6,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4640,5.2,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4030,1.8,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4518,1.5,,,,,,,,,
HYUNDAI N5M (S1),1,BC 4110,9.8,,,,,,,,,
HYUNDAI Y2R (S1),1,BC 4002,3.5,,,,,,,,,
HYUNDAI Y2R (S1),1,XB 4581,49.5,,,,,,,,,
HYUNDAI Y2R (S1),1,BC 4283,17.4,,,,,,,,,
HYUNDAI Y2R (S1),1,BC 4082,13,,,,,,,,,
HYUNDAI Y2R (S1),1,BC 4582,7.6,,,,,,,,,
HYUNDAI Y2R (S1),1,BC 4080,3.5,,,,,,,,,
HYUNDAI Y2R (S1),1,XB 4107,3.3,,,,,,,,,
HYUNDAI Y2R (S1),1,BC 4110,2.2,,,,,,,,,
HYUNDAI X5B (S1),1,BC 4002,9.4,,,,,,,,,
HYUNDAI X5B (S1),1,BC 4202,40,,,,,,,,,
HYUNDAI X5B (S1),1,BC 4025,31.1,,,,,,,,,
HYUNDAI X5B (S1),1,BC 4510,3.2,,,,,,,,,
HYUNDAI X5B (S1),1,XB 4091,3.2,,,,,,,,,
HYUNDAI X5B (S1),1,BC 4640,1.3,,,,,,,,,
HYUNDAI X5B (S1),1,BC 4110,11.8,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4002,2.4,,,,,,,,,
HYUNDAI YT3 (S1),1,XB 4091,59.5,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4202,19.8,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4188,3.8,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4985,3.1,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4010,1.8,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4111,1.7,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4519,1.7,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4640,1.4,,,,,,,,,
HYUNDAI YT3 (S1),1,BC 4110,4.8,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4002,5.8,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4117,36.3,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4202,18.9,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4517,11.6,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4080,2.7,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4047,2.2,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4084,0.7,,,,,,,,,
FORD AMERICA H6 (S1),1,BC 4110,21.8,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4002,4.4,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4811,29.5,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4202,11.3,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4026,11.3,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4051,11.3,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4025,7.6,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4519,5.5,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4934,5.3,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4580,2.6,,,,,,,,,
FORD AMERICA LC (S1),1,BC 4110,11.2,,,,,,,,,
FORD AMERICA H3 (S1),1,BC 4002,4.7,,,,,,,,,
FORD AMERICA H3 (S1),1,BC 4561,40.9,,,,,,,,,
FORD AMERICA H3 (S1),1,BC 4162,39.1,,,,,,,,,
FORD AMERICA H3 (S1),1,BC 4019,14,,,,,,,,,
FORD AMERICA H3 (S1),1,BC 4025,1.3,,,,,,,,,
GM WA464C (S1),1,BC 4002,4,,,,,,,,,
GM WA464C (S1),1,BC 4025,29,,,,,,,,,
GM WA464C (S1),1,BC 4517,25.4,,,,,,,,,
GM WA464C (S1),1,BC 4202,18.7,,,,,,,,,
GM WA464C (S1),1,BC 4117,7.3,,,,,,,,,
GM WA464C (S1),1,BC 4047,5.4,,,,,,,,,
GM WA464C (S1),1,BC 4510,5.3,,,,,,,,,
GM WA464C (S1),1,BC 4111,4,,,,,,,,,
GM WA464C (S1),1,BC 4084,0.9,,,,,,,,,
GM WA393A (S1),1,BC 4002,5,,,,,,,,,
GM WA393A (S1),1,BC 4010,15.6,,,,,,,,,
GM WA393A (S1),1,BC 4202,15.4,,,,,,,,,
GM WA393A (S1),1,BC 4934,14.6,,,,,,,,,
GM WA393A (S1),1,BC 4966,11.5,,,,,,,,,
GM WA393A (S1),1,BC 4030,9.3,,,,,,,,,
GM WA393A (S1),1,BC 4047,6.6,,,,,,,,,
GM WA393A (S1),1,BC 4117,5.7,,,,,,,,,
GM WA393A (S1),1,BC 4519,5.1,,,,,,,,,
GM WA393A (S1),1,BC 4517,2.2,,,,,,,,,
GM WA393A (S1),1,BC 4110,9,,,,,,,,,
GM WA485B (S1),1,BC 4002,4.8,,,,,,,,,
GM WA485B (S1),1,BC 4019,85.9,,,,,,,,,
GM WA485B (S1),1,BC 4960,5.7,,,,,,,,,
GM WA485B (S1),1,BC 4980,2.4,,,,,,,,,
GM WA485B (S1),1,BC 4202,1,,,,,,,,,
GM WA485B (S1),1,BC 4941,0.2,,,,,,,,,
GM WA485B (S1),2,BC 4002,5.8,,,,,,,,,
GM WA485B (S1),2,BC 4010,48.3,,,,,,,,,
GM WA485B (S1),2,XB 4091,24.1,,,,,,,,,
GM WA485B (S1),2,BC 4510,3.3,,,,,,,,,
GM WA485B (S1),2,BC 4111,1.8,,,,,,,,,
GM WA485B (S1),2,BC 4110,16.7,,,,,,,,,
GM WA424C (S1),1,BC 4002,5.1,,,,,,,,,
GM WA424C (S1),1,BC 4047,25.6,,,,,,,,,
GM WA424C (S1),1,BC 4202,25.6,,,,,,,,,
GM WA424C (S1),1,BC 4111,18.7,,,,,,,,,
GM WA424C (S1),1,BC 4580,6.3,,,,,,,,,
GM WA424C (S1),1,BC 4811,5.1,,,,,,,,,
GM WA424C (S1),1,BC 4911,4.7,,,,,,,,,
GM WA424C (S1),1,BC 4084,4.2,,,,,,,,,
GM WA424C (S1),1,BC 4188,1.2,,,,,,,,,
GM WA424C (S1),1,BC 4110,3.5,,,,,,,,,
GM WA444C (S1),1,BC 4002,5.4,,,,,,,,,
GM WA444C (S1),1,BC 4517,66.2,,,,,,,,,
GM WA444C (S1),1,BC 4202,10.6,,,,,,,,,
GM WA444C (S1),1,BC 4010,4.3,,,,,,,,,
GM WA444C (S1),1,BC 4012,4.3,,,,,,,,,
GM WA444C (S1),1,BC 4080,3,,,,,,,,,
GM WA444C (S1),1,BC 4511,2.9,,,,,,,,,
GM WA444C (S1),1,BC 4560,1.9,,,,,,,,,
GM WA444C (S1),1,BC 4519,1.4,,,,,,,,,
HONDA NH839P (S1),1,BC 4002,3.9,,,,,,,,,
HONDA NH839P (S1),1,BC 4019,74.1,,,,,,,,,
HONDA NH839P (S1),1,BC 4025,18.5,,,,,,,,,
HONDA NH839P (S1),1,BC 4560,2.9,,,,,,,,,
HONDA NH839P (S1),1,BC 4580,0.6,,,,,,,,,
HONDA NH839P (S1),2,BC 4002,5.6,,,,,,,,,
HONDA NH839P (S1),2,BC 4010,48.6,,,,,,,,,
HONDA NH839P (S1),2,XB 4091,38.6,,,,,,,,,
HONDA NH839P (S1),2,XB 4705,0.6,,,,,,,,,
HONDA NH839P (S1),2,BC 4110,6.6,,,,,,,,,
HONDA G544M (S1),1,BC 4002,3.8,,,,,,,,,
HONDA G544M (S1),1,BC 4202,35.5,,,,,,,,,
HONDA G544M (S1),1,BC 4517,26.5,,,,,,,,,
HONDA G544M (S1),1,BC 4811,14.3,,,,,,,,,
HONDA G544M (S1),1,BC 4060,7.1,,,,,,,,,
HONDA G544M (S1),1,XB 4504,5.7,,,,,,,,,
HONDA G544M (S1),1,BC 4041,4.1,,,,,,,,,
HONDA G544M (S1),1,BC 4580,1.3,,,,,,,,,
HONDA G544M (S1),1,BC 4640,1.1,,,,,,,,,
HONDA G544M (S1),1,BC 4934,0.6,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4002,5.1,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4111,27.1,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4202,22.6,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4811,20.8,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4026,9,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4080,8.5,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4517,4.1,,,,,,,,,
HYUNDAI NN9 (S1),1,BC 4082,2.8,,,,,,,,,
AUDI LC5B (S1),1,BC 4002,6.5,,,,,,,,,
AUDI LC5B (S1),1,BC 4047,60.7,,,,,,,,,
AUDI LC5B (S1),1,XB 4704,10.5,,,,,,,,,
AUDI LC5B (S1),1,BC 4010,7.3,,,,,,,,,
AUDI LC5B (S1),1,BC 4080,5.2,,,,,,,,,
